Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%,LZJ-A1-,LZJ-B1-,LZJ-C1-,LZJ-D1-,LZJ-QC3-,LZJ-A1-,LZJ-B1-,LZJ-C1-,LZJ-D1-,LZJ-QC3-,Accepted Compound ID,Accepted Description,Adducts,Formula,Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Retention Time Error (mins),Compound Link
3.90_125.0253m/z,,125.0253424,1,3.895866667,0.2794,0,Infinity,Condition 4,Condition 1,100,72.94215697,---,0,10.69161175,54.4240824,72.94215697,28.26144549,0,9.98765564,56.97240043,78.94695294,28.26144549,,,,,,,,,,
3.84_485.2172m/z,,485.2172213,1,3.843533333,0.9782,0,2.919502098,Condition 4,Condition 1,100 - 19.7,828.8530577,---,283.9021963,749.793909,490.7761165,828.8530577,545.6238168,242.9231247,700.426048,513.7558998,897.0864869,545.6238168,,,,,,,,,,
3.84_351.1538m/z,,351.1537977,1,3.843533333,0.8202,0,4.68645022,Condition 4,Condition 1,100 - 15.8,303.7067986,---,64.80529704,179.9829103,175.1763913,303.7067986,164.1749575,55.45115697,168.1324922,183.3787373,328.708765,164.1749575,,,,,,,,,,
3.78_349.1315m/z,,349.1314782,1,3.782616667,0.925133333,0,2.411612136,Condition 4,Condition 1,100 - 15.8,332.3517446,---,137.8131001,203.0999024,246.5778493,332.3517446,224.3242701,117.920852,189.7274175,258.123451,359.7118406,224.3242701,,,,,,,,,,
3.73_999.3351m/z,,999.3351493,1,3.73025,0.5931,0,8.041059393,Condition 4,Condition 1,100 - 39.1 - 15.4,194.3876357,---,24.17438128,101.1076833,131.4209178,194.3876357,136.8998505,20.68499756,94.45056057,137.5744858,210.3901525,136.8998505,,,,,,,,,,
3.73_727.2118m/z,,727.2117887,1,3.73025,2.58895,0,1.62800401,Condition 4,Condition 1,100 - 29.1 - 24.7,2683.403899,---,1648.278433,2138.458055,2212.542496,2683.403899,2267.173328,1410.362274,1997.657898,2316.141154,2904.308978,2267.173328,,,,,,,,,,
3.73_493.2271m/z,,493.2270574,1,3.73025,1.360583333,0,6.609061003,Condition 4,Condition 1,100 - 23.2 - 42.4 - 7.43,2884.20813,---,436.4021044,630.8235148,2167.124395,2884.20813,1266.399042,373.4108584,589.2888915,2268.596426,3121.643957,1266.399042,,,,,,,,,,
3.73_197.0614m/z,,197.0614397,1,3.73025,0.217933333,0,1.403077793,Condition 3,Condition 4,100,24.82047165,---,24.69934268,23.27103439,24.82047165,17.69001816,23.03464228,21.13418487,21.7388251,25.98264936,19.14630838,23.03464228,,,,,,,,,,
3.68_453.1020m/z,,453.1019925,1,3.677933333,0.488433333,0,1.855075546,Condition 4,Condition 2,100 - 15.2,277.8515763,---,180.415344,149.7791165,238.3322464,277.8515763,181.9401359,154.3737938,139.9173738,249.4917613,300.7250708,181.9401359,,,,,,,,,,
3.68_341.2826m/z,,341.2825697,1,3.677933333,0.217933333,0,Infinity,Condition 2,Condition 4,100,270.1373894,---,118.8381978,270.1373894,14.35533158,0,90.50944729,101.6848292,252.3510284,15.02749634,0,90.50944729,,,,,,,,,,
3.68_235.0637m/z,,235.0637195,1,3.677933333,0.375133333,0,1.103317479,Condition 4,Condition 2,100,58.3250112,---,52.90535071,52.86330752,53.67512915,58.3250112,55.57704952,45.26887524,49.38268653,56.18837867,63.12648414,55.57704952,,,,,,,,,,
3.68_223.0617m/z,,223.0617045,1,3.677933333,0.54075,0,5.194120321,Condition 4,Condition 1,100 - 9.49,370.0141746,---,71.23712039,112.0389677,280.8657153,370.0141746,181.1258712,60.95459669,104.6621084,294.0167899,400.4747439,181.1258712,,,,,,,,,,
3.63_741.2917m/z,,741.291651,1,3.6256,0.32275,0,5.237081418,Condition 3,Condition 2,100 - 24.3,445.9075154,---,217.6226637,85.14427785,445.9075154,301.7530633,232.7172089,186.2105265,79.5382162,466.7864004,326.5941929,232.7172089,,,,,,,,,,
3.63_431.1914m/z,,431.191421,1,3.6256,1.466216667,0,3.168401494,Condition 3,Condition 1,100 - 17.9,8846.193182,---,2792.005116,3436.954676,8846.193182,5453.019558,5140.852495,2389.000915,3210.659025,9260.401608,5901.926901,5140.852495,,,,,,,,,,
3.63_385.1868m/z,,385.1868427,1,3.6256,0.488433333,0,2.650406384,Condition 3,Condition 1,100 - 20 - 86.6 - 15.2,1418.275767,---,535.1163412,800.6001834,1418.275767,1352.376555,970.4906555,457.8764636,747.8871404,1484.684194,1463.707857,970.4906555,,,,,,,,,,
3.57_157.0518m/z,,157.0517515,1,3.5733,0.165566667,0,13.26870901,Condition 4,Condition 2,100,35.53224741,---,13.05635659,2.677897855,8.90698911,35.53224741,19.9410988,11.17177317,2.501579953,9.324044206,38.45735828,19.9410988,,,,,,,,,,
3.51_583.2076m/z,,583.2075741,1,3.512366667,0.75915,0,29.18467312,Condition 4,Condition 1,100 - 22.6 - 33.3,452.8651727,---,15.51722614,384.5736902,270.8838651,452.8651727,248.6968078,13.27743536,359.252625,283.567556,490.1462606,248.6968078,,,,,,,,,,
3.51_255.0926m/z,,255.0926118,1,3.512366667,0.383783333,0,1.241763964,Condition 3,Condition 2,100 - 16.7 - 12.8,203.4543067,---,184.7948891,163.8429787,203.4543067,198.5130964,177.4452301,158.1211857,153.0552445,212.9807195,214.8552323,177.4452301,,,,,,,,,,
3.46_522.1627m/z,,522.1627433,1,3.460066667,0.916333333,0,1.642859079,Condition 2,Condition 1,96 - 100,329.1506218,---,200.3523163,329.1506218,222.7580622,328.8092556,237.4149723,171.4330194,307.4787171,233.1883416,355.8777244,237.4149723,,,,,,,,,,
3.46_253.0722m/z,,253.0721766,1,3.460066667,0.279116667,0,18.71197247,Condition 1,Condition 3,100 - 11.7,61.25985625,---,61.25985625,16.72050548,3.273832108,10.92467463,20.48534315,52.41747296,15.6195955,3.427123904,11.82402344,20.48534315,,,,,,,,,,
3.41_727.2726m/z,,727.2725628,1,3.4075,0.331416667,0,1.647583085,QC,Condition 1,100 - 40.6,378.0010536,---,229.4276125,240.8748898,369.1398331,322.3010951,378.0010536,196.3115229,225.0152276,386.4241978,348.8337945,378.0010536,,,,,,,,,,
3.41_345.0642m/z,,345.0641846,1,3.4075,1.360583333,0,1.907730092,Condition 2,Condition 3,100 - 13.6,760.3629176,---,697.6294323,760.3629176,398.5694416,416.1942227,538.9401878,596.9320553,710.2991729,417.2317993,450.4564586,538.9401878,,,,,,,,,,
3.41_327.1071m/z,,327.10708,1,3.4075,0.323216667,0,2.596583576,Condition 4,Condition 1,100 - 17.3 - 13,440.1488658,---,169.510764,227.7780328,424.8165651,440.1488658,291.5695796,145.043205,212.7806927,444.7079011,476.3831129,291.5695796,,,,,,,,,,
3.36_743.2545m/z,,743.2544664,1,3.355116667,0.279116667,0,6.9285343,QC,Condition 2,100 - 17.9,331.1667514,---,88.73274695,47.79751922,218.0262307,316.0879443,331.1667514,75.92486578,44.65043939,228.2349499,342.1091602,331.1667514,,,,,,,,,,
3.36_705.1632m/z,,705.1632084,1,3.355116667,1.299583333,0,11.23969811,Condition 1,Condition 4,100 - 27.6 - 8.96 - 1.22,14998.8845,---,14998.8845,14798.33377,2097.559579,1334.45617,6284.807882,12833.9123,13823.98325,2195.774352,1444.312217,6284.807882,,,,,,,,,,
3.36_603.2875m/z,,603.2874638,1,3.355116667,0.27055,0,2717.784031,Condition 4,Condition 1,100 - 42.1,226.4269672,---,0.083313083,53.33050488,105.1706766,226.4269672,43.44397052,0.071287488,49.81912273,110.0951203,245.0670486,43.44397052,,,,,,,,,,
3.36_431.0583m/z,,431.0583364,1,3.355116667,0.43645,0,5.332572317,Condition 1,Condition 4,100 - 4.67,313.043369,---,313.043369,266.1737881,102.9579599,58.70400818,185.5105691,267.8579959,248.6483983,107.7787968,63.53668118,185.5105691,,,,,,,,,,
3.36_382.1165m/z,,382.11647,1,3.355116667,1.0293,0,3.350750517,Condition 3,Condition 1,100 - 76.3,441.7601225,---,131.8391567,237.629752,441.7601225,335.7443762,295.9004811,112.8092009,221.983756,462.4448127,363.3837628,295.9004811,,,,,,,,,,
3.36_363.0702m/z,,363.0702454,1,3.355116667,3.321483333,0,3.819383949,Condition 1,Condition 4,100 - 15.9 - 2.6,17213.76789,---,17213.76789,13612.46483,5779.849797,4506.948797,9926.373565,14729.09452,12716.19419,6050.481744,4877.973032,9926.373565,,,,,,,,,,
3.36_341.0879m/z,,341.0878749,1,3.355116667,1.63185,0,3.576759168,Condition 2,Condition 4,100 - 14.3 - 2.65 - 0.338,111305.8793,---,103111.9944,111305.8793,42605.54181,31119.19872,71956.65176,88228.58082,103977.288,44600.47614,33681.01547,71956.65176,,,,,,,,,,
3.36_265.0736m/z,,265.0736161,1,3.355116667,0.549966667,0,2.654890583,Condition 2,Condition 4,100 - 7.96,224.9037394,---,177.4465169,224.9037394,121.6348811,84.7129975,147.2924532,151.8334937,210.0956482,127.330234,91.68680096,147.2924532,,,,,,,,,,
3.36_177.0423m/z,,177.0422971,1,3.355116667,1.413133333,0,2.601390005,Condition 2,Condition 4,100 - 7.24,865.4279819,---,771.6099068,865.4279819,402.6326801,332.6790601,596.7071501,660.2340243,808.446553,421.4852923,360.0661016,596.7071501,,,,,,,,,,
3.29_879.2958m/z,,879.2958439,1,3.294183333,0.497666667,0,6.190102335,Condition 2,Condition 1,100 - 42.3,177.5788478,---,28.68754638,177.5788478,90.0424354,124.2526041,117.6140138,24.54672241,165.8867178,94.25852414,134.4814151,117.6140138,,,,,,,,,,
3.29_437.1275m/z,,437.1275258,1,3.294183333,0.2181,0,35.12837622,Condition 4,Condition 1,100 - 16.7,139.4562691,---,3.969903655,11.34487089,88.02142711,139.4562691,100.5446443,3.396878971,10.59790295,92.14288546,150.936687,100.5446443,,,,,,,,,,
3.29_409.0818m/z,,409.0817776,1,3.294183333,0.375516667,0,1.300120468,QC,Condition 2,100 - 14,107.5675723,---,100.1209819,82.73661943,85.15957433,102.5470279,107.5675723,85.66929767,77.28908261,89.14703114,110.9889771,107.5675723,,,,,,,,,,
3.29_302.1276m/z,,302.1276381,1,3.294183333,0.270666667,0,Infinity,Condition 1,Condition 3,100,32.7953769,---,32.7953769,25.95056251,0,5.816630472,16.15437666,28.06161958,24.24192798,0,6.295471251,16.15437666,,,,,,,,,,
3.24_600.1498m/z,,600.1498139,1,3.241816667,0.384166667,0,2.311522868,Condition 2,Condition 1,100 - 83.9,154.3240383,---,66.76292954,154.3240383,121.6492318,114.0783511,89.90002489,57.12622046,144.1630493,127.3452567,123.46959,89.90002489,,,,,,,,,,
3.24_403.1959m/z,,403.1958779,1,3.241816667,0.819833333,0,17.41945748,Condition 4,Condition 1,100 - 16.6,1931.883375,---,110.9037625,514.7261662,1755.63383,1931.883375,1130.659252,94.89566784,480.8356137,1837.838492,2090.921248,1130.659252,,,,,,,,,,
3.19_277.1294m/z,,277.1294381,1,3.1894,0.489,0,Infinity,Condition 4,Condition 1,100 - 3.17,212.7634034,---,0,22.65565188,120.8999673,212.7634034,86.69939738,0,21.16396055,126.5609092,230.2786632,86.69939738,,,,,,,,,,
3.19_259.0782m/z,,259.0782478,1,3.1894,0.27065,0,2.286680513,QC,Condition 1,100,58.42433143,---,25.54984446,50.0371729,32.25935935,49.71658971,58.42433143,21.86192334,46.74263,33.76985072,53.80939407,58.42433143,,,,,,,,,,
3.19_151.0411m/z,,151.0411041,1,3.1894,0.38405,0,Infinity,Condition 4,Condition 1,100,25.39244394,---,0,15.97784655,14.18411132,25.39244394,8.529182434,0,14.92583466,14.84825897,27.48281872,8.529182434,,,,,,,,,,
3.14_757.2539m/z,,757.2538802,1,3.13685,1.256133333,0,4.800423536,Condition 3,Condition 2,100 - 29.5,948.0895411,---,204.548181,197.5012276,948.0895411,833.8924337,560.1170652,175.0232437,184.4973701,992.4822724,902.540718,560.1170652,,,,,,,,,,
3.14_749.2122m/z,,749.2121836,1,3.13685,0.87235,0,1.72030337,Condition 1,QC,100 - 32.3,392.6220749,---,392.6220749,240.7906941,298.6106099,235.2688374,228.2283938,335.9501353,224.9365756,312.5925599,254.6368055,228.2283938,,,,,,,,,,
3.14_733.1980m/z,,733.1979817,1,3.13685,1.24755,0,2.170831286,Condition 1,Condition 2,100 - 27.3 - 72 - 17,1750.344387,---,1750.344387,806.3014376,1355.95558,839.3816664,914.7199237,1497.695802,753.2130131,1419.445967,908.4818392,914.7199237,,,,,,,,,,
3.14_719.1831m/z,,719.1831414,1,3.13685,4.169183333,0,3.089542167,Condition 1,Condition 4,100 - 41.1 - 15.2,5700.424802,---,5700.424802,2379.276042,2737.617733,1845.071047,3053.648679,4877.612864,2222.61997,2865.802174,1996.962294,3053.648679,,,,,,,,,,
3.14_449.2016m/z,,449.2015633,1,3.13685,1.798216667,0,7.218633178,Condition 3,Condition 1,100 - 21.3 - 16 - 2.62,10369.40453,---,1436.477554,5121.828934,10369.40453,10268.10512,6727.150508,1229.133203,4784.597949,10854.93482,11113.40335,6727.150508,,,,,,,,,,
3.14_377.0873m/z,,377.0873249,1,3.13685,1.413116667,0,2.800082197,Condition 3,Condition 2,100 - 15.3 - 1.37,3019.785952,---,2813.963563,1078.463323,3019.785952,2075.390975,2129.03906,2407.789832,1007.455241,3161.182455,2246.242783,2129.03906,,,,,,,,,,
3.14_330.0953m/z,,330.0953203,1,3.13685,0.157333333,0,Infinity,Condition 4,Condition 1,58.9 - 100 - 10.3,72.73953623,---,0,16.5831582,43.62608442,72.73953623,49.92514372,0,15.49129144,45.66880397,78.72765191,49.92514372,,,,,,,,,,
3.14_261.0895m/z,,261.0895112,1,3.13685,1.798683333,0,5.67844257,Condition 4,Condition 1,100 - 13.6,1199.138397,---,211.1738178,804.2850929,668.4802606,1199.138397,772.7488811,180.6925213,751.3294285,699.7807478,1297.854718,772.7488811,,,,,,,,,,
3.14_191.0578m/z,,191.0577782,1,3.13685,0.767766667,0,1.442745212,Condition 3,Condition 2,100 - 40.6,176.1472644,---,159.308855,122.0917339,176.1472644,157.0906794,139.3500364,136.3138622,114.0529813,184.39507,170.0228097,139.3500364,,,,,,,,,,
3.08_369.0846m/z,,369.084616,1,3.075633333,0.488833333,0,2.90557644,Condition 1,Condition 2,100 - 11,249.4156301,---,249.4156301,85.84032645,114.2456109,92.74021987,135.7602438,213.4144258,80.18843564,119.5949734,100.374846,135.7602438,,,,,,,,,,
3.02_447.1515m/z,,447.1514625,1,3.023333333,0.872433333,0,5.257387304,Condition 4,Condition 1,100 - 26.6,2284.244669,---,434.4828594,1036.550695,1615.14438,2284.244669,1278.614495,371.7686415,968.3022207,1690.770856,2472.289879,1278.614495,,,,,,,,,,
3.02_303.1011m/z,,303.1010857,1,3.023333333,1.1429,0,7.554260809,Condition 4,Condition 1,100 - 9.44,359.9947188,---,47.65452609,208.0083879,309.6224582,359.9947188,233.8602872,40.77596628,194.3127189,324.1200198,389.6304594,233.8602872,,,,,,,,,,
2.92_243.1237m/z,,243.1237429,1,2.918783333,0.322366667,0,1.873973354,Condition 4,Condition 1,100,52.68008821,---,28.11143931,50.44944101,33.39590188,52.68008821,48.41250466,24.05377191,47.1277536,34.95960999,57.01685579,48.41250466,,,,,,,,,,
2.87_479.1247m/z,,479.1247289,1,2.866283333,0.9246,0,8.421336459,Condition 4,Condition 1,100 - 23,858.5767562,---,101.9525535,404.5049648,748.7318227,858.5767562,506.0067614,87.23649621,377.8715864,783.7899571,929.2571208,506.0067614,,,,,,,,,,
2.87_278.0686m/z,,278.0686291,1,2.866283333,0.4357,0,16.25702209,Condition 2,Condition 1,100 - 15.5,142.2549299,---,8.750368248,142.2549299,57.21418416,65.67296217,124.9652945,7.48732072,132.888594,59.89314411,71.07933834,124.9652945,,,,,,,,,,
2.81_457.1354m/z,,457.1354236,1,2.805533333,2.501133333,0,3.050569179,Condition 3,Condition 1,100 - 22.6 - 16.1 - 0.787,3548.360672,---,1163.179874,2386.50393,3548.360672,3249.266064,2552.020077,995.2839151,2229.37196,3714.506816,3516.754449,2552.020077,,,,,,,,,,
2.75_497.1355m/z,,497.1355307,1,2.753266667,0.6016,0,1.617022533,Condition 3,Condition 1,100 - 31.7 - 46.7,446.6534493,---,276.2196817,310.8969215,446.6534493,437.5137412,361.1768859,236.3495213,290.4268753,467.5672615,473.5310577,361.1768859,,,,,,,,,,
2.70_603.1540m/z,,603.1540491,1,2.70095,1.685533333,0,1.327337109,Condition 2,Condition 1,100 - 27,543.1889437,---,409.2320935,543.1889437,476.7267603,421.2299528,475.4461406,350.162627,507.4243477,499.0487057,455.9067437,475.4461406,,,,,,,,,,
2.70_337.1501m/z,,337.1500936,1,2.70095,1.528016667,0,2.689424342,Condition 4,Condition 1,100 - 17.2,1313.334808,---,488.3330558,896.3654469,929.5498078,1313.334808,840.6674554,417.8459813,837.3470363,973.0744466,1421.452087,840.6674554,,,,,,,,,,
2.65_431.1196m/z,,431.1195855,1,2.648633333,0.645633333,0,2.350053794,Condition 3,Condition 1,100 - 16.2,972.5937028,---,413.8601871,502.2405782,972.5937028,876.6730215,604.4059496,354.1226913,469.1721006,1018.133801,948.8431197,604.4059496,,,,,,,,,,
2.65_325.0936m/z,,325.0936439,1,2.648633333,1.73765,0,1.48091402,Condition 2,Condition 4,100 - 16.2 - 19.3 - 2.39,3197.462976,---,2217.617475,3197.462976,2404.32798,2159.114528,2324.621896,1897.521658,2986.935915,2516.906678,2336.858685,2324.621896,,,,,,,,,,
2.65_239.0570m/z,,239.0570004,1,2.648633333,2.072283333,0,1.625353552,Condition 2,Condition 4,100 - 14.9 - 0.52,2245.789401,---,1392.617734,2245.789401,1763.945709,1381.723625,1689.189391,1191.604207,2097.922344,1846.539562,1495.470857,1689.189391,,,,,,,,,,
2.59_705.2589m/z,,705.2588854,1,2.587633333,0.488466667,0,5.268445261,Condition 4,Condition 1,100 - 33.3 - 25.1,677.9405507,---,128.6794333,182.3354395,579.3888474,677.9405507,515.5388244,110.105559,170.3301264,606.5177759,733.7504535,515.5388244,,,,,,,,,,
2.59_393.0828m/z,,393.0827681,1,2.587633333,1.52755,0,3.264125889,Condition 1,Condition 4,100 - 14,1720.817198,---,1720.817198,838.4502459,593.003033,527.1908183,849.5228885,1472.430634,783.2450826,620.7694234,570.5905947,849.5228885,,,,,,,,,,
2.59_347.0811m/z,,347.0811289,1,2.587633333,1.413433333,0,1.220003296,Condition 4,Condition 1,100 - 20,961.1306306,---,787.8098641,796.1736644,938.0474951,961.1306306,795.9704054,674.095644,743.7520718,981.9700241,1040.253508,795.9704054,,,,,,,,,,
2.59_271.1085m/z,,271.1084968,1,2.587633333,0.758883333,0,3.797963177,Condition 2,Condition 1,100 - 24 - 8.33,840.8307284,---,221.3899107,840.8307284,479.9384186,597.5736332,663.2028323,189.4340007,785.4688296,502.4107446,646.7675136,663.2028323,,,,,,,,,,
2.59_227.0928m/z,,227.0928382,1,2.587633333,0.601483333,0,2.594499896,Condition 2,Condition 1,100 - 54.8 - 79.4 - 18.7,317.5214579,---,122.3825286,317.5214579,174.6486459,186.515166,233.0376478,104.7175635,296.6152395,182.8262811,201.8695998,233.0376478,,,,,,,,,,
2.59_185.0230m/z,,185.0230211,1,2.587633333,0.165666667,0,4.599339093,Condition 1,Condition 3,100,53.68526006,---,53.68526006,13.81340725,11.67238574,12.98378167,35.12113352,45.93621075,12.90390618,12.21892598,14.05264176,35.12113352,,,,,,,,,,
2.54_711.1577m/z,,711.1577033,1,2.535283333,1.091066667,0,2.710620144,Condition 1,Condition 3,100 - 26.3,1515.504938,---,1515.504938,609.9765838,559.098973,645.737731,691.6484752,1296.7536,569.8145622,585.2778616,698.8966104,691.6484752,,,,,,,,,,
2.54_562.2133m/z,,562.2133355,1,2.535283333,0.43615,0,9.800665959,Condition 4,Condition 1,100 - 84.5 - 14.9,288.6389989,---,29.45095773,83.70959842,227.8774842,288.6389989,180.1253026,25.19994128,78.19799881,238.5474721,312.4005432,180.1253026,,,,,,,,,,
2.54_426.1716m/z,,426.1716464,1,2.535283333,0.43615,0,480.8673408,Condition 4,Condition 1,100 - 13.1,124.0660218,---,0.258004675,11.98557081,82.08811149,124.0660218,55.74175917,0.220763709,11.19641797,85.93175211,134.2794728,55.74175917,,,,,,,,,,
2.54_365.1316m/z,,365.1315514,1,2.535283333,0.270566667,0,1.904248816,Condition 4,Condition 1,100 - 8.49 - 10.2,135.9980981,---,71.41823954,110.5128837,103.2115078,135.9980981,107.0778782,61.10957271,103.2365047,108.0442166,147.19383,107.0778782,,,,,,,,,,
2.48_732.3085m/z,,732.3084512,1,2.4827,0.43615,0,2.113847283,Condition 4,Condition 1,100 - 50.5,201.9977809,---,95.55930674,105.5113881,191.9725515,201.9977809,150.441205,81.76606482,98.56431703,200.9613501,218.6267855,150.441205,,,,,,,,,,
2.48_699.2998m/z,,699.2998472,1,2.4827,0.270483333,0,5.687835324,Condition 4,Condition 1,100 - 19.6,250.4108716,---,44.02568945,61.23440026,165.6587068,250.4108716,94.63228807,37.67092395,57.20261056,173.4154029,271.025373,94.63228807,,,,,,,,,,
2.48_429.1156m/z,,429.115602,1,2.4827,0.758883333,0,2.448975698,Condition 4,Condition 1,100 - 14.7,325.966466,---,133.1031852,229.9456283,292.3542315,325.966466,234.857367,113.8907768,214.8055696,306.0432369,352.8009086,234.857367,,,,,,,,,,
2.43_1053.2553m/z,,1053.255343,1,2.43035,0.383816667,0,9.354463641,Condition 1,Condition 4,100 - 46.4,227.1742874,---,227.1742874,84.03693595,37.52577399,24.28512164,52.34700187,194.3834478,78.50378381,39.28285656,26.28433865,52.34700187,,,,,,,,,,
2.43_891.3477m/z,,891.3476855,1,2.43035,1.091883333,0,1.216216904,Condition 2,Condition 1,100 - 34.5 - 21.6,838.4557521,---,689.3965616,838.4557521,807.8559519,782.6372093,834.1667587,589.8875354,783.2502263,845.6824764,847.0660246,834.1667587,,,,,,,,,,
2.43_663.2405m/z,,663.2404872,1,2.43035,0.43615,0,3.600844797,Condition 4,Condition 1,100 - 31.7 - 28.9 - 0.787,455.9950688,---,126.6355798,231.9049275,430.8994736,455.9950688,297.6831682,108.3567199,216.6358648,451.0756318,493.5338182,297.6831682,,,,,,,,,,
2.43_585.2298m/z,,585.2298352,1,2.43035,0.82095,0,2.249428508,Condition 4,Condition 1,100 - 22.6,417.8328362,---,185.7506628,197.818896,374.8162077,417.8328362,286.5079576,158.9390008,184.7941226,392.3663593,452.2299673,286.5079576,,,,,,,,,,
2.37_843.3843m/z,,843.3843161,1,2.369466667,0.4887,0,246.5010885,Condition 4,Condition 1,100 - 34 - 12.7,1353.717739,---,5.491731283,242.2354694,634.5046981,1353.717739,318.5290192,4.69904263,226.2862241,664.2143356,1465.159451,318.5290192,,,,,,,,,,
2.37_539.1551m/z,,539.1550927,1,2.369466667,0.872266667,0,1.537828168,Condition 1,Condition 2,100 - 15.4,252.5022862,---,252.5022862,164.1940832,208.7217578,215.8261388,251.345816,216.0555471,153.3832316,218.4948104,233.5935313,251.345816,,,,,,,,,,
2.32_673.2891m/z,,673.2890613,1,2.317133333,0.54105,0,82.13255131,Condition 4,Condition 1,100 - 26.9 - 4.17,974.3886593,---,11.86361124,27.47560371,395.9403848,974.3886593,244.8804291,10.15119133,25.66655756,414.4796412,1054.602974,244.8804291,,,,,,,,,,
2.32_609.2347m/z,,609.234652,1,2.317133333,0.488766667,0,6.487709687,Condition 4,Condition 1,100 - 24.9 - 14.2,870.1338148,---,134.1203378,271.3781571,371.975796,870.1338148,332.4583868,114.7611113,253.5101017,389.39295,941.7655877,332.4583868,,,,,,,,,,
2.32_531.2018m/z,,531.2018088,1,2.317133333,0.86415,0,10.18307246,Condition 4,Condition 1,100 - 32.7 - 75.7,480.018091,---,47.13882699,212.9934681,439.0130653,480.018091,334.3654809,40.33470433,198.9695719,459.5691291,519.5344807,334.3654809,,,,,,,,,,
2.26_657.2005m/z,,657.2004655,1,2.2648,1.529366667,0,1.675707131,Condition 2,Condition 1,100 - 36.8 - 37.2,1538.511668,---,918.1268248,1538.511668,925.9708919,1185.659064,1192.901266,785.602366,1437.213125,969.3279538,1283.26573,1192.901266,,,,,,,,,,
2.26_361.1151m/z,,361.1150919,1,2.2648,0.978183333,0,3.156035406,Condition 4,Condition 1,100 - 16.2,788.5904714,---,249.8674349,492.8631516,540.1458514,788.5904714,497.0816843,213.8010161,460.4121017,565.4372913,853.5093754,497.0816843,,,,,,,,,,
2.21_463.1800m/z,,463.1799584,1,2.212216667,0.978616667,0,21.20596693,Condition 3,Condition 1,100 - 31.8,593.1622309,---,27.97147769,293.8743362,593.1622309,585.305344,370.3930016,23.93401267,274.5250895,620.9360755,633.4892656,370.3930016,,,,,,,,,,
2.16_849.3171m/z,,849.3170687,1,2.1599,1.311116667,0,54.59632865,Condition 4,Condition 1,100 - 37.7,557.4655901,---,10.21067907,140.3763025,536.3278346,557.4655901,214.9620056,8.736847043,131.133659,561.4405022,603.3576678,214.9620056,,,,,,,,,,
2.16_663.1674m/z,,663.1673985,1,2.1599,1.419033333,0,2.847998639,Condition 3,Condition 1,100 - 34.8,1099.739671,---,386.1447319,685.6709564,1099.739671,815.7237902,932.8146402,330.4077463,640.5250729,1151.23317,882.8763825,932.8146402,,,,,,,,,,
2.16_621.1484m/z,,621.1484284,1,2.1599,0.603183333,0,24.12891596,Condition 3,Condition 1,100 - 30,685.0721293,---,28.39216359,143.4446504,685.0721293,435.1214704,189.1666803,24.29397583,133.999981,717.1495035,470.9418486,189.1666803,,,,,,,,,,
2.16_593.2090m/z,,593.2090122,1,2.1599,0.602783333,0,8.172034033,Condition 4,Condition 1,100 - 27.5,459.4479371,---,56.22198038,153.4464611,355.5555539,459.4479371,190.8368011,48.10677525,143.3432535,372.2038571,497.270936,190.8368011,,,,,,,,,,
2.16_384.0594m/z,,384.0593907,1,2.1599,0.165866667,0,15.29714248,Condition 3,Condition 1,100,48.34472123,---,3.160375952,7.15236273,48.34472123,42.50739078,35.89202881,2.70420029,6.681437527,50.60838318,46.00671434,35.89202881,,,,,,,,,,
2.16_299.0785m/z,,299.0784509,1,2.1599,1.636933333,0,6.297285775,Condition 3,Condition 1,100 - 33.1,2892.793625,---,459.3715021,971.1993582,2892.793625,2260.079133,1386.017848,393.0648023,907.2537402,3028.243923,2446.13497,1386.017848,,,,,,,,,,
2.16_216.0886m/z,,216.0885796,1,2.1599,1.083933333,0,3.123279148,Condition 2,Condition 3,100 - 60.5 - 1.5,475.0289566,---,408.5427009,475.0289566,152.0930196,207.2594604,425.4746975,349.5727428,443.7521441,159.2145247,224.3216207,425.4746975,,,,,,,,,,
2.16_137.0247m/z,,137.0246578,1,2.1599,0.8128,0,18.68151041,Condition 3,Condition 1,100 - 5.92 - 0.239,1247.614162,---,66.78336679,210.8151596,1247.614162,904.9689003,532.2691282,57.14370775,196.9346874,1306.03164,979.4683919,532.2691282,,,,,,,,,,
2.10_661.2854m/z,,661.2853595,1,2.098933333,0.270833333,0,164.7314312,Condition 4,Condition 1,100 - 24.5,269.679287,---,1.637084587,20.36685907,96.31190917,269.679287,94.57196621,1.400784173,19.02586623,100.8215557,291.8800165,94.57196621,,,,,,,,,,
2.10_379.0645m/z,,379.0645038,1,2.098933333,0.655266667,0,31.2413801,Condition 1,Condition 4,100 - 17.4,1107.62406,---,1107.62406,931.4726605,73.40669898,35.45374937,476.027725,947.7471505,870.142724,76.84384676,38.37239807,476.027725,,,,,,,,,,
2.10_367.1609m/z,,367.1609136,1,2.098933333,0.926,0,10.3669335,Condition 4,Condition 1,100 - 15.4 - 6.39,2554.350984,---,246.3940744,385.2208005,2247.239861,2554.350984,1531.55209,210.8290082,359.8571282,2352.463166,2764.632077,1531.55209,,,,,,,,,,
